537649475494215690:{"name":"luktvpl","score":"4912"}
764835072528220190:{"name":"kuczagz","score":"1440"}
693199820697108481:{"name":"zozil202","score":"3921"}
727889273893945405:{"name":"Kokosek","score":"4082"}
980047937532989482:{"name":"Mentos","score":"345"}
823167782849609760:{"name":"𝕀𝕊ℍ𝕆𝕎𝕊ℙ𝔼𝔼𝔻","score":"2306"}
684043052423446569:{"name":"_2115ms","score":"270"}
719563854035812372:{"name":"Yaamii","score":"3297"}
804500053707849769:{"name":"__Naruto_Uzumaki__","score":"565"}
822846970985054269:{"name":"🦈Sharko🦈","score":"1180"}
689405004918030397:{"name":"mocarny_gazor69","score":"180"}
537234451084607508:{"name":"Garnek","score":"1145"}
944962749551759391:{"name":"Davzk","score":"415"}
718470501889998938:{"name":"N1eG","score":"20"}
860245557360197712:{"name":"Seqdk2","score":"2008"}
872460887389274133:{"name":"igurr11","score":"0"}
750723334164971521:{"name":"_KuBaNeK_","score":"440"}
709492420345331793:{"name":"Diamadi","score":"3277"}
892640516007682128:{"name":"Mangotisekk_","score":"850"}
816020495039201280:{"name":"skewuś.zlhb","score":"2638"}
974410250000146522:{"name":"B̵̓̽a̵͐̓k̸̕͝a̵̽͘","score":"3845"}
989629891559448597:{"name":"jabol warehouse","score":"4150"}
777863160861294592:{"name":"agencik słodziak","score":"540"}
835933620144963614:{"name":"duudus-073(dudus-073/Wiktoria)","score":"535"}
872811131457134642:{"name":"𝖍𝖆𝖒𝖘𝖙𝖊𝖗","score":"4265"}
853320019689603092:{"name":"Orzech","score":"750"}
566241358671642645:{"name":"Rybciakk","score":"2988"}
690658335497912330:{"name":"Kanzo","score":"1035"}
845694428340420618:{"name":"kaczka<3","score":"2020"}
913551334207270934:{"name":"TT_lisekTV","score":"2796"}
884810098420101140:{"name":"Bazanq","score":"3781"}
793602062843248742:{"name":"KUBIX_EXEE","score":"971"}
621066812435464192:{"name":"piterxd","score":"255"}
737968798577197077:{"name":"ignkubster","score":"860"}
824582208403669004:{"name":"KALACZ","score":"535"}
928752802971394109:{"name":"Jednostka MTF","score":"945"}
708251445148778586:{"name":"Słodziak","score":"4053"}
921872814418591755:{"name":"Zimx🤙","score":"500"}
506009424909828097:{"name":"! Borek","score":"2393"}
811271809390346301:{"name":"majstereq!!!","score":"225"}
863836819280101396:{"name":"KTG_Bartex","score":"1985"}
932287096700432394:{"name":"Śaske♡","score":"3379"}
684485774959312960:{"name":"xNapix_","score":"846"}
949917781128798209:{"name":"withered_bonnie","score":"1770"}
954505186041294868:{"name":"toja","score":"2955"}
712024683007967413:{"name":"Piksel","score":"0"}
845237602479243295:{"name":"OMEGA królik","score":"2170"}
697885702083575890:{"name":"Grzybo","score":"2466"}
902192545822564402:{"name":"Spoceniec","score":"1745"}
704053560631099444:{"name":"No i ez.","score":"3243"}
647479239762771988:{"name":"lisuxDDD","score":"2215"}
695732642695348274:{"name":"Xxsharkx","score":"240"}
838318348679905340:{"name":"Piotruś","score":"1200"}
840985583693463602:{"name":"ktośfajny","score":"435"}
622053716484161558:{"name":"panda__","score":"1900"}
987023243133210725:{"name":"dj_frankooo","score":"600"}
827645857205190716:{"name":"Butelek","score":"200"}
949553001947856906:{"name":"zKacpeQ","score":"3252"}
811348192335626280:{"name":"Aljenx","score":"2872"}
954415491160612864:{"name":"gumek","score":"725"}
839838795461296158:{"name":"qυalιтyĸaмcιo","score":"3317"}
747911332233216182:{"name":"xXxbaltyk","score":"520"}
989405969119322152:{"name":"wojtek_yt","score":"75"}
915983821940346900:{"name":"Alyenz","score":"3261"}
997259931692572702:{"name":"nie wiem","score":"545"}
353261757558685696:{"name":"❤𝙉𝙖𝙧𝙪❤","score":"3479"}
927893278647533589:{"name":"PIWOSTA","score":"4852"}
695936480991903745:{"name":"Qubt3r","score":"3049"}
724569958268272652:{"name":"Ahegao","score":"2840"}
808619400894218252:{"name":"VALOR","score":"4377"}
968861273792053279:{"name":"ANIME FLOREK","score":"1701"}
708236023049486378:{"name":"szymek","score":"2310"}
945084569420464178:{"name":"MILYO","score":"280"}
748092713307471953:{"name":"Cheetozz","score":"0"}
700292189934321715:{"name":"p0lizales","score":"230"}
978555595244318760:{"name":"kaczerka200","score":"4490"}
818937651574210571:{"name":"꧁ঔৣ PABLIK255 ঔৣ꧂","score":"1330"}
823467335871496253:{"name":"╲⎝⧹ Łysy Kanibal ⧸⎠╱","score":"2614"}
927945860808081458:{"name":"Ñ8Ē JĒẞ5ĒM 0ĒDÆŁĒM","score":"2304"}
922920915438817350:{"name":"chlodnik2137","score":"410"}
752133402085425172:{"name":"Skezot","score":"965"}
620971629752745987:{"name":"Krejzi","score":"3735"}
973908287948984360:{"name":"m1kvs","score":"2900"}
954691473121607740:{"name":"Pablo_dog","score":"225"}
878609315567648778:{"name":"MN | XECO","score":"2561"}
898601293520715786:{"name":"krbc801","score":"815"}
981510256502902784:{"name":"wwlllaaddeekk","score":"2273"}
414727678411669504:{"name":"Husta","score":"2988"}
798165582654341120:{"name":"Krzysiak_PL","score":"815"}
831275717371232317:{"name":"❁ღPanBartuśღ❁","score":"325"}
698597510477774928:{"name":"kogucik","score":"2053"}
829253160455110707:{"name":"KoPerEk","score":"3546"}
567778198209822731:{"name":"Seb4stian","score":"50"}
696732964620337203:{"name":"BarT1oli","score":"2077"}
949014575666307182:{"name":"Ukote","score":"1091"}
867449635446587423:{"name":"التطفل","score":"950"}
986614908722479154:{"name":"LMG","score":"250"}
842826451254378578:{"name":"Kamax","score":"1255"}
889245610753007677:{"name":"DABA","score":"4137"}
528929521769119745:{"name":"Perejro","score":"220"}
976523700377636904:{"name":"Siema","score":"1465"}
495637419148705793:{"name":"Kreda","score":"330"}
807268190090166313:{"name":"Boti$","score":"1996"}
892015706831482940:{"name":"WCHJ","score":"405"}
970232302103830558:{"name":"! 0 Kinny<3","score":"905"}
551050086264602634:{"name":"gamer","score":"2235"}
875028436949823568:{"name":"xB4rt0x_12ツ","score":"805"}
936681635154362442:{"name":"lodzios","score":"745"}
692470783754240000:{"name":"byq","score":"505"}
859684213595045900:{"name":"rozpierdolecz139","score":"0"}
787650696392212502:{"name":"filipagent123","score":"1900"}
926226168670224454:{"name":"fabianfabi","score":"3218"}
431792895301910530:{"name":"Xyoh7","score":"5468"}
832179276560203796:{"name":"𝕶𝖗𝖆𝖘𝖓𝖆𝖑 𝖕𝖗𝖟𝖊𝖜𝖔𝖉𝖓𝖎𝖐","score":"240"}
615479330956640256:{"name":"po co ja zyje","score":"3127"}
938727650564915210:{"name":"!ANON","score":"3092"}
698561987491135568:{"name":"firefox","score":"2594"}
652777366619291668:{"name":"SenciakToJa","score":"820"}
693044257254146088:{"name":"Gremlin","score":"2951"}
529281725965139968:{"name":"BetterCallPablo","score":"2948"}
923171219631656991:{"name":"kubuss","score":"1410"}
612758986034380811:{"name":"barter","score":"2550"}
881879670113579028:{"name":"ラ̶P̶i̶o̶t̶e̶e̶r☭","score":"945"}
797115630783823925:{"name":"kuan","score":"3567"}
500602885579603969:{"name":"Legusiek (WPT)","score":"2677"}
938197184292221020:{"name":"MIETEK","score":"3857"}
855815949184663552:{"name":"Ziemniak","score":"1544"}
743850914997338247:{"name":"巨大的西蒙","score":"10"}
852827805268049960:{"name":"Tomasz YouTube","score":"4144"}
451386463326568448:{"name":"Siz0","score":"3541"}
538301057491795970:{"name":"Damianekkk","score":"175"}
936578945095180350:{"name":"KUBA","score":"270"}
702448971611766804:{"name":"Pieselek NCI","score":"5325"}
717327603182206999:{"name":"BabyCuteType","score":"820"}
839434025713664030:{"name":"Why Me","score":"0"}
994678533551050900:{"name":"kaczorek","score":"3811"}
790630550653370369:{"name":"Piotru","score":"545"}
961671819545415741:{"name":"Młody Xatrix","score":"2610"}
958103468759973988:{"name":"koksu1231234","score":"50"}
516701805254541342:{"name":"cytrus","score":"1370"}
895288946668503041:{"name":"Tabaluga","score":"4197"}
1002308178853240873:{"name":"Super_Paierz87312","score":"580"}
715463341103120394:{"name":"ℝ𝕋𝔾ᯤ⚡๖ۣۜ㉺ ͜͡ᶠᵅᶥᶻﾂ⚡","score":"855"}
772414306385002518:{"name":"Sracz","score":"3241"}
822430162674909185:{"name":"Elektryk","score":"2388"}
731900121670877185:{"name":"Virion","score":"2556"}
669559713901576205:{"name":"Redthim","score":"1800"}
723450455014899712:{"name":"Laczaty","score":"4160"}
615572406102130688:{"name":"MawiX","score":"2977"}
829355574579298364:{"name":"dawekluhf","score":"445"}
950007819598446612:{"name":"jagoda︻芫═───","score":"2072"}
512230253913964544:{"name":"Techno2jesus","score":"475"}
375253072148037633:{"name":"33bloczek","score":"3856"}
858370265524338728:{"name":"Szymon_Military","score":"285"}
1001607955113840772:{"name":"Marcin Zakręt","score":"4969"}
996216493924696177:{"name":"jdnsvshsksns","score":"525"}
835459566366883841:{"name":"Qarker","score":"2198"}
657669508663607306:{"name":"agio","score":"2730"}
774297835902337104:{"name":"Burza","score":"1900"}
707398959701819473:{"name":"X1u1","score":"2489"}
831554067154993263:{"name":"wiesiu521","score":"4113"}
800353353401368606:{"name":"xJaneqq","score":"4578"}
773129156102717442:{"name":"PanHeqq_","score":"3967"}
840855725722304543:{"name":"shaddyy","score":"1395"}
951039482373754911:{"name":"szaner","score":"0"}
847007251403374602:{"name":"lechus","score":"200"}
939223362872442930:{"name":"Bwwt","score":"200"}
943503990069534731:{"name":"shark68","score":"3717"}
788408868124229682:{"name":"datkopl","score":"1392"}
884131870844002415:{"name":"to ja wylew","score":"2838"}
955000699563958272:{"name":"Gascon","score":"3365"}
958801524878884865:{"name":"Spocona_bułka","score":"40"}
714208326669565993:{"name":"golab","score":"550"}
1000770542036594848:{"name":"oszi_honey","score":"2434"}
481859561129639977:{"name":"micvhas","score":"1730"}
700024478708531240:{"name":"𝒟𝒶𝓃𝓉𝑒𝒬","score":"1491"}
793051764361658400:{"name":"Patryk kaczka","score":"125"}
476358396954542097:{"name":"dejwu","score":"3382"}
792422750441832479:{"name":"! Otworzony","score":"205"}
978292480548159508:{"name":"[*] Technoblade [*]","score":"1605"}
772866981853921303:{"name":"KIRBY","score":"25"}
810650785653588028:{"name":"TEQ","score":"2436"}
919221401129451600:{"name":"HexoZXC0","score":"50"}
814799343965700116:{"name":"chadesiako.mc","score":"3522"}
966451401439997972:{"name":"mlody_krysteklat10","score":"200"}
673916985314246688:{"name":"Kaczuś","score":"3207"}
937343062961709126:{"name":"Ae4o_yt","score":"270"}
784899370877059125:{"name":"zabujca58","score":"1607"}
898194648152031263:{"name":"SW|シW0jtakkシ","score":"2971"}
884220021096722503:{"name":"Wisniewski577","score":"3203"}
786485456221110282:{"name":"KrabX","score":"3003"}
842389838871527475:{"name":"zobfik","score":"900"}
1002994846061035690:{"name":"Ryuuu","score":"270"}
909374815465504808:{"name":"Hysperx","score":"2541"}
809026248386281522:{"name":"LILKACPIS47","score":"1085"}
717628183717085195:{"name":"KACYPI","score":"5"}
822476425893511188:{"name":"Adaś lore","score":"4089"}
773549727164923965:{"name":"97xBartex","score":"290"}
727514050119860274:{"name":"Nafiś","score":"3059"}
695617478155436038:{"name":"Kuba x501","score":"2529"}
837570999616143390:{"name":"cinekkev123","score":"3074"}
995337513721933885:{"name":"xSQu3sT0x","score":"575"}
912698635249143878:{"name":"kapsel","score":"60"}
553978033539907607:{"name":"Nyx0y","score":"3304"}
943483021921751120:{"name":"miklaj123","score":"1800"}
780466998714040320:{"name":"CmoknijMnieWPompke","score":"3466"}
950841865316479048:{"name":"P̽͟a̽͟n̽͟d̽͟a̽͟","score":"10"}
695532339207340043:{"name":"zeleksho","score":"155"}
829017821051748402:{"name":"sebiu","score":"770"}
833785103326904410:{"name":"NotFabox","score":"3470"}
485027866103250944:{"name":"LisekkMC","score":"2986"}
872566436915216415:{"name":"☭bigosik☭","score":"1400"}
597723139765698560:{"name":"Mikuś","score":"0"}
899217772305866752:{"name":"tortellini","score":"2527"}
889511758455267350:{"name":"tortelini009","score":"3994"}
759314229479604234:{"name":"SOOLFIXXX","score":"765"}
954022578069053530:{"name":"Bartosz_8501","score":"5173"}
881823231588335616:{"name":"★Zack★","score":"700"}
931074869599297616:{"name":"JaToJaNieTy","score":"3955"}
